Data,R1_Desligados,R2_Desligados,R3_Desligados,R4_Desligados,R5_Desligados,R6_Desligados,R7_Desligados,R8_Desligados,R9_Desligados,R10_Desligados,R11_Desligados,R12_Desligados,R13_Desligados,R14_Desligados,R15_Desligados,R16_Desligados,R17_Desligados,R18_Desligados,R19_Desligados,R20_Desligados,R21_Desligados,R22_Desligados,R23_Desligados,R24_Desligados,R25_Desligados,R26_Desligados,R27_Desligados,R28_Desligados,R29_Desligados,R30_Desligados,R31_Desligados,R32_Desligados,R33_Desligados,R34_Desligados,R35_Desligados,R36_Desligados,R37_Desligados,R38_Desligados,R39_Desligados,R40_Desligados,R41_Desligados,R42_Desligados,R43_Desligados,R44_Desligados,R45_Desligados,R46_Desligados,R47_Desligados,R48_Desligados,R49_Desligados,R50_Desligados,R51_Desligados,R52_Desligados,R53_Desligados,R54_Desligados,R55_Desligados,R56_Desligados,R57_Desligados,R58_Desligados,R59_Desligados,R60_Desligados,R61_Desligados,R62_Desligados,R63_Desligados,R64_Desligados,R65_Desligados,R66_Desligados,R67_Desligados,R68_Desligados,R69_Desligados,R70_Desligados,R71_Desligados,R72_Desligados,R73_Desligados,R74_Desligados,R75_Desligados,R76_Desligados,R77_Desligados,R78_Desligados,R79_Desligados,R80_Desligados,R81_Desligados,R82_Desligados,R83_Desligados,R84_Desligados,R85_Desligados,R86_Desligados,R87_Desligados,R88_Desligados,R89_Desligados,R90_Desligados,R91_Desligados,R92_Desligados,R93_Desligados,R94_Desligados,R95_Desligados,R96_Desligados,R97_Desligados,R98_Desligados,R99_Desligados,R100_Desligados,R101_Desligados,R102_Desligados,R103_Desligados,R104_Desligados,R105_Desligados,R106_Desligados,R107_Desligados,R108_Desligados,R109_Desligados,R110_Desligados,R111_Desligados,R112_Desligados,R113_Desligados,R114_Desligados,R115_Desligados,R116_Desligados,R117_Desligados,R118_Desligados,R119_Desligados,R120_Desligados,R121_Desligados,R122_Desligados,R123_Desligados,R124_Desligados,R125_Desligados,R126_Desligados,R127_Desligados,R128_Desligados,R129_Desligados,R130_Desligados,R131_Desligados,R132_Desligados,R133_Desligados,R134_Desligados,R135_Desligados,R136_Desligados,R137_Desligados,R1_Admitidos,R2_Admitidos,R3_Admitidos,R4_Admitidos,R5_Admitidos,R6_Admitidos,R7_Admitidos,R8_Admitidos,R9_Admitidos,R10_Admitidos,R11_Admitidos,R12_Admitidos,R13_Admitidos,R14_Admitidos,R15_Admitidos,R16_Admitidos,R17_Admitidos,R18_Admitidos,R19_Admitidos,R20_Admitidos,R21_Admitidos,R22_Admitidos,R23_Admitidos,R24_Admitidos,R25_Admitidos,R26_Admitidos,R27_Admitidos,R28_Admitidos,R29_Admitidos,R30_Admitidos,R31_Admitidos,R32_Admitidos,R33_Admitidos,R34_Admitidos,R35_Admitidos,R36_Admitidos,R37_Admitidos,R38_Admitidos,R39_Admitidos,R40_Admitidos,R41_Admitidos,R42_Admitidos,R43_Admitidos,R44_Admitidos,R45_Admitidos,R46_Admitidos,R47_Admitidos,R48_Admitidos,R49_Admitidos,R50_Admitidos,R51_Admitidos,R52_Admitidos,R53_Admitidos,R54_Admitidos,R55_Admitidos,R56_Admitidos,R57_Admitidos,R58_Admitidos,R59_Admitidos,R60_Admitidos,R61_Admitidos,R62_Admitidos,R63_Admitidos,R64_Admitidos,R65_Admitidos,R66_Admitidos,R67_Admitidos,R68_Admitidos,R69_Admitidos,R70_Admitidos,R71_Admitidos,R72_Admitidos,R73_Admitidos,R74_Admitidos,R75_Admitidos,R76_Admitidos,R77_Admitidos,R78_Admitidos,R79_Admitidos,R80_Admitidos,R81_Admitidos,R82_Admitidos,R83_Admitidos,R84_Admitidos,R85_Admitidos,R86_Admitidos,R87_Admitidos,R88_Admitidos,R89_Admitidos,R90_Admitidos,R91_Admitidos,R92_Admitidos,R93_Admitidos,R94_Admitidos,R95_Admitidos,R96_Admitidos,R97_Admitidos,R98_Admitidos,R99_Admitidos,R100_Admitidos,R101_Admitidos,R102_Admitidos,R103_Admitidos,R104_Admitidos,R105_Admitidos,R106_Admitidos,R107_Admitidos,R108_Admitidos,R109_Admitidos,R110_Admitidos,R111_Admitidos,R112_Admitidos,R113_Admitidos,R114_Admitidos,R115_Admitidos,R116_Admitidos,R117_Admitidos,R118_Admitidos,R119_Admitidos,R120_Admitidos,R121_Admitidos,R122_Admitidos,R123_Admitidos,R124_Admitidos,R125_Admitidos,R126_Admitidos,R127_Admitidos,R128_Admitidos,R129_Admitidos,R130_Admitidos,R131_Admitidos,R132_Admitidos,R133_Admitidos,R134_Admitidos,R135_Admitidos,R136_Admitidos,R137_Admitidos
2014M11,8757,8190,662,4403,168,149,24419,301,3554,246,2158,225,18487,3893,5392,13733,82,4221,5182,5938,16662,4395,1257,3519,2163,914,9946,1416,858,3517,3636,43585,2156,2322,705,4068,5064,1329,1215,14446,1920,345,3925,11985,2025,8013,7344,6885,48749,318,1458,11945,313,1308,12750,5454,9094,10009,4353,47072,8714,10423,4653,9034,2236,1683,32645,3445,102798,11340,10525,23210,3960,17450,3431,6474,28790,4739,1457,11685,3954,6637,9283,146298,23441,37734,11228,20905,13000,19947,55532,7710,4587,6173,10085,39580,24573,2219,344813,7217,2623,28450,4117,7557,15720,5527,3830,2651,59006,17635,19320,5059,31011,24463,12625,17337,17193,4344,9792,74124,3998,7877,1879,15369,7047,7189,17040,2876,3838,16877,8749,1333,1529,50451,7190,17991,40462,7267,7744,369,3576,29,97,24227,189,3413,189,2325,135,18373,3034,4425,12215,92,4549,5024,5033,13414,4734,1252,1602,1500,1268,10863,1847,998,3217,3293,51562,1006,1972,753,4326,4211,1555,607,15130,1835,308,5446,13527,1758,4576,7781,6170,45274,586,1512,16024,462,2501,11073,5026,3214,8264,2946,49244,7097,9348,3517,8050,1621,1936,31201,3327,97812,11565,10325,22250,4280,17057,3107,6782,30925,3893,1465,10458,4647,7972,10811,160821,16983,28895,7543,18060,14203,17039,55163,6657,4298,4859,10329,40268,25322,2710,357992,6596,2616,28008,3644,9632,16231,5252,4007,2830,63188,19502,19505,6080,33177,25697,12882,19083,18184,4686,8543,75797,4802,11457,1443,15520,5555,7569,12384,2673,3588,16795,6792,1328,1563,48355,6045,15925,42006
2014M12,8508,7971,650,9596,309,2647,32826,1197,4146,986,5678,4012,25655,5669,8084,25121,213,5899,10057,8213,18733,6721,2292,5161,2333,1604,10391,1877,781,11404,8237,43925,3361,4653,672,8318,6234,2833,2198,16423,2688,1070,6312,12400,4485,6902,11994,8753,50074,1412,1659,14582,695,2375,12187,8851,8857,11529,7637,58696,13155,19626,7019,24365,7041,3858,42261,5486,196246,20447,18542,31148,5711,25622,6278,9491,54003,9445,2423,11724,4815,25658,12002,160975,26817,50716,11465,22694,18278,22390,71471,11507,5766,7966,10423,46659,31578,3023,416294,12820,3077,33709,4024,9011,17363,6112,4305,2694,110749,24846,23801,8437,45132,51509,18039,23293,21254,5343,10691,84319,4991,12537,3986,31133,10685,15768,23938,4908,6906,49806,11019,1788,2113,80043,10514,22088,49371,5036,5426,274,2806,18,66,17402,194,2374,103,1551,75,13736,1898,1800,7642,120,3029,3358,3147,9252,3878,849,1115,937,810,7473,881,615,1882,1495,35922,588,1361,585,3138,3512,1052,378,11860,1084,173,3957,9991,1477,3301,5258,3621,33034,208,1270,10639,235,1206,8322,2694,2222,6023,2123,39554,4562,8668,3228,6271,1255,1440,23541,2333,72660,8986,6869,15994,3163,12493,2149,5367,23201,2900,1180,7636,3106,7412,8556,127954,11573,22036,4684,12153,7477,12413,39701,4859,3020,3235,6191,29175,21819,2379,265552,3831,1713,17902,2467,6436,11307,3350,2567,1988,43909,12374,12472,3597,21515,19533,9428,12876,9454,3484,6255,57527,3708,7421,839,10348,3892,5176,10803,1582,2329,9985,4614,849,1029,34192,4132,11104,29307
2015M01,8378,7629,413,4942,51,87,22752,280,3442,654,2525,287,18069,4493,4617,12314,82,4205,4678,5485,15412,5398,1126,1668,1914,1051,9779,1545,723,2662,2925,48351,1106,2238,740,3445,4229,2170,567,13867,1278,271,3731,13164,1553,3897,5724,3982,41577,460,1459,11532,401,1715,9436,5001,3252,8428,3159,45035,6635,8533,3655,8185,2051,1785,33400,3396,94442,11493,9854,23381,3712,17932,3292,6045,27251,3492,1420,9899,3931,7117,10169,154354,16971,29011,7242,16727,12162,16490,51961,7909,4150,5069,8859,37913,22684,3018,325734,6987,2388,24866,3397,8215,14715,5312,3869,2539,57229,18795,20045,4633,30654,21325,12579,17142,15986,4058,7900,66512,4389,9004,1535,15353,6944,7229,12891,2563,3401,18574,7083,1714,1562,51953,5666,16235,54681,6565,8567,455,4225,133,1396,28106,685,5919,394,8025,913,18957,6359,5583,20112,145,4772,8385,11176,18650,5689,1491,3284,1789,1830,11867,1740,1102,8844,6852,61268,5046,3808,1558,6875,5749,3650,1958,16972,3389,1068,7560,35846,3344,5282,14179,11599,44037,1482,2898,16614,877,2316,13699,6698,4676,11153,6601,62476,12422,15392,4562,16515,4341,2075,34225,4023,100341,13614,12128,27697,4248,20297,3872,8167,41414,4565,2016,10072,4502,17443,9146,148137,20455,39340,9157,19487,11783,19464,65914,8367,5231,6203,8921,43131,26209,3168,362208,7542,2730,33217,4117,10624,19486,7355,6066,2766,72002,25463,24664,7580,41328,26370,14994,20024,26381,4383,11264,79519,5243,7958,1984,17523,7000,9918,19833,4353,3894,21919,10496,1806,1889,62844,8196,22515,43396
2015M02,8045,7883,358,4630,135,117,23645,183,3401,178,2337,540,16970,2921,5309,11345,61,4500,4657,5890,13640,4822,1001,1556,1585,1036,10290,1203,604,3021,2410,40768,1397,2906,754,4151,5392,1454,649,16133,1371,356,4182,13458,1883,3442,7295,7923,43246,430,1424,11228,406,1369,10421,4423,3057,9125,2666,46561,6603,9329,4137,8312,1971,1722,32121,3422,93936,11183,10430,23560,4199,16962,3272,6799,29297,3791,1652,8913,4288,7977,10073,146181,17712,35403,7527,18658,13297,17819,56854,6960,4356,5640,8694,39606,23876,2808,337095,7649,2538,29850,3569,9042,17620,5960,4647,2806,62978,20493,21515,5603,36194,24262,14464,18480,21819,4522,9211,71024,4104,7410,1498,14690,5966,7434,13666,2677,3068,16729,7234,1442,1680,47246,5291,14987,62693,7758,8982,355,5261,114,992,24194,787,4869,608,2689,419,22921,5768,8364,18316,76,4835,9134,15376,12984,5639,1086,3353,2041,1196,12287,1592,859,6692,9198,51385,4409,4040,1256,6191,4038,1951,1109,14884,2516,1015,6764,16648,3262,5473,13769,8427,40557,577,1526,14027,850,2022,11222,5550,5005,10755,4143,44218,9452,10598,5478,17158,4507,2859,38751,4908,111317,18140,16596,30999,5386,21153,5106,9098,35314,6984,2064,9208,4206,14467,10657,144243,22647,37411,10477,18992,12184,19743,63122,9122,5263,7611,9969,43808,26115,3414,368741,8467,3001,34975,4146,11395,20367,7156,5612,3156,91100,27595,28488,9326,48743,43811,19831,21141,25573,4489,12625,75083,5084,7728,2904,30438,8254,14698,19954,4785,4784,46691,10145,1772,1728,53900,7327,18173,49219
2015M03,6660,8177,345,4054,67,123,24791,178,3367,185,2572,257,17516,3002,4625,11416,78,4356,5162,5536,13903,4797,1371,1579,1477,821,10411,1256,606,3009,2474,43530,1393,2180,623,3201,4614,1538,509,13558,1416,341,4840,18719,1840,4226,6749,11001,48327,367,2706,13579,409,1301,11159,4357,3108,8724,2915,51247,8077,10878,4055,8566,1974,1843,33030,3341,106645,12733,11796,24144,4571,17799,3433,9129,31187,4477,1809,10836,4975,10254,11170,155579,18321,33663,8670,19577,11798,19465,58120,7670,4763,5926,9590,41769,25179,3126,372564,7422,2665,31377,3673,9553,17363,6056,4546,2904,70621,21695,21557,7715,36117,24864,15230,20337,24859,4614,9839,81781,4814,8391,1467,16587,6499,9007,17247,2983,3290,20215,8657,1418,1732,47190,5496,17545,41185,7560,8567,481,8082,446,1200,28463,601,4712,830,4270,2908,18959,8019,6275,13791,108,4841,5721,7532,16389,7140,1747,2425,1899,1737,16031,2215,1112,4397,3738,47367,2884,3497,1079,4923,5347,2141,2158,17290,2768,933,6213,14731,3893,5294,10966,6768,45306,704,3046,13550,1001,2051,11495,7430,5740,13044,5854,51899,11874,13582,4578,11022,2949,2230,39159,3735,104974,12602,12656,25272,4734,19165,4204,8898,30321,4997,2086,13132,5054,9762,11553,164778,20530,38648,10519,19457,11633,19514,62893,9030,5176,6410,9885,44571,26139,2757,393660,10288,2660,34228,4076,11344,18987,7170,5213,3181,76145,21880,23313,6967,38975,31118,16424,24119,22461,7043,16501,84467,6716,9831,2398,19151,6958,10929,16061,3267,4095,24209,8778,1584,2184,54296,8061,19235,68178
2015M04,7385,7250,296,3387,50,100,24049,193,2816,210,1981,163,17344,2893,5072,11253,74,3853,4889,5675,13813,4205,1000,1430,1586,718,9483,1275,632,2875,2926,42356,1063,1957,571,3879,4612,1345,748,13772,1334,272,4309,13232,1830,3674,8003,12962,46612,316,1531,23116,338,1311,12019,4677,3169,8173,2958,60365,6175,8878,4052,8075,1874,1641,32412,3309,98708,10955,11420,21514,3603,15913,3225,7255,26998,3758,1549,9211,4104,8971,10112,146947,17172,33670,8291,17684,10335,17943,55414,6803,4291,5690,8456,39316,22346,2587,351670,7306,2770,30243,3567,8436,16432,5987,4226,2533,63870,17967,19572,6025,32203,22481,13423,18744,20385,4502,8554,72948,5319,7774,1379,15638,6128,7561,15694,3315,3241,17245,7901,1334,1490,46644,5163,16929,33386,7214,8083,615,5829,351,368,22346,322,3663,327,2654,696,18144,4164,3709,12822,95,3726,5078,6665,13498,5364,1114,1558,1840,949,12537,1593,774,4420,3628,44949,1777,2142,670,4660,4105,1885,1026,14117,1888,484,4772,12270,2110,4194,7499,4786,39301,396,1599,12360,476,1378,11183,5168,5585,10069,3731,50430,7223,13757,4335,8646,2128,2375,34289,3726,89981,11183,11093,26178,3877,17385,4346,10246,25175,3929,1628,8867,4064,8556,9350,139804,21520,40287,11751,21588,12339,19843,56721,8237,4565,6321,8692,37316,21746,2579,335183,7763,2465,30092,4127,9668,16201,6085,4187,2840,59400,18184,19924,5031,32325,24300,14719,18036,18209,4297,10688,70329,4596,7757,1810,16245,6016,8732,14529,2776,4849,19139,7430,1368,1508,49930,6782,18182,37942
2015M05,7315,7546,311,3536,40,138,24382,248,3045,199,2296,171,16754,2658,5381,10438,77,3936,4860,5887,13040,4902,1118,1571,1941,877,9804,1289,677,2880,2688,43845,1212,1958,730,3391,3991,1355,640,13831,1309,499,4403,12653,1820,3833,7254,4897,43347,278,1537,21038,376,2685,12171,5144,2983,8563,2880,54709,6652,9773,3519,7606,1693,1656,32485,3156,100711,11412,10485,21831,3732,16099,4224,10420,28365,4245,2026,10279,4447,7536,9786,144615,18272,30437,8627,17879,11351,17447,57267,6738,4643,5431,7971,39064,24194,2585,354821,6120,2254,28978,3241,10167,14087,5223,4045,2651,57982,17906,21476,5070,31022,21414,12688,18626,17956,4754,9798,72441,5245,7284,1355,15363,5584,7274,14225,3030,4074,19416,7549,1247,1482,49187,6490,16129,39430,7116,7600,723,4166,52,287,21275,587,3137,225,2107,393,18121,3181,4379,12459,107,3214,5284,6047,15840,6130,1130,2271,2321,1065,10912,1730,742,3586,3435,44538,1589,2097,601,4069,4135,1618,826,13637,1801,397,4724,11447,1850,4750,7068,4457,35328,408,2639,11825,344,1397,10432,5084,3883,8028,3423,53619,7592,12982,4443,8196,2175,1674,32301,3769,82894,11129,12299,28331,3540,16977,3911,12464,24977,3974,1481,8898,4036,6307,9109,139311,18967,35890,7669,17885,12207,18372,56825,6940,4959,5179,9309,36115,21482,2392,327302,6999,2446,28974,4006,9626,16540,6162,4001,2839,55775,17876,18613,4403,28828,21667,12601,16803,15085,4030,8503,66022,3992,7023,1492,15909,5525,7916,14987,3018,3859,20164,7209,1408,1429,48554,7542,17154,39831
2015M06,7221,7849,291,3817,56,216,23390,248,2878,172,3367,1273,18728,5073,6610,13139,95,3715,5664,5825,13098,4613,1093,1360,1538,948,10105,1359,1489,4049,4821,42074,2721,3019,730,5915,4501,1527,599,14215,1115,365,4779,9847,1593,4122,6455,4734,42007,412,1551,11870,276,1133,11784,4847,3838,7784,3936,44094,6748,10863,3750,9257,1849,1524,29869,3091,92871,10704,10175,21702,3597,16341,3908,10084,25916,4284,2084,9293,4069,6831,9348,141400,17841,29904,8334,17756,10718,17304,56254,6725,4620,5339,8046,38673,23574,2505,341401,6404,2228,26501,3239,8653,15357,5343,4462,2592,56759,16713,19507,4580,29018,21105,12629,16516,15712,4110,9313,69203,4332,6826,1644,14795,5599,7158,13393,2687,3322,19040,7403,1231,1352,48157,5831,14594,36928,7089,7752,516,4605,68,189,20230,300,3236,257,1863,305,18409,3186,6794,12409,99,3219,4629,6217,16184,5503,1102,1934,1478,1004,10128,1515,1312,3660,2985,43053,1592,2273,852,4135,4539,1387,716,12925,1453,334,3880,10517,1875,5320,7138,5028,33730,430,1868,10300,322,1073,10433,5643,3675,7633,3432,40363,7634,9981,4656,7901,2847,1716,35708,3550,83096,10911,11916,35068,4835,17116,3492,6534,23507,4352,1469,9934,4266,6615,8722,135940,15898,31698,8121,17302,13738,15280,52728,6694,4508,5782,7991,33786,21313,2354,315497,6607,2406,25171,3375,10093,16061,5403,3725,2532,56431,16932,17886,4224,26918,20197,12479,16436,14279,4085,8649,61395,4012,6473,1646,15084,5141,7716,16923,3083,3077,20054,8408,1344,1594,47905,6553,15612,37077
2015M07,7473,7805,374,3793,39,631,22953,198,3013,361,1868,234,15487,3336,4326,13675,88,3676,5092,6635,14656,4086,979,2127,1441,975,10142,1228,582,3476,3561,45433,1991,2326,1040,4101,4151,1429,667,14160,1446,320,4290,11694,1643,4164,7022,4135,42896,581,1532,11376,448,1340,9697,4454,3003,8289,2888,44610,7883,10946,4407,11025,2711,1869,31874,3526,98737,11578,11679,26313,4396,18391,3950,8385,27687,4090,1497,11618,4421,6324,10085,145094,17267,29938,8685,17837,10519,17006,52839,6712,4867,5103,7859,37692,22736,2410,337975,6495,2317,27044,3286,9119,16196,5924,3963,2953,60521,17254,19795,4345,30708,23465,12759,16856,17364,4152,10376,67943,4174,6984,2667,29486,6996,12053,14042,2714,3119,19639,6831,1170,1742,44937,6907,15002,38453,7331,8128,513,4146,46,124,19822,281,3332,330,2525,309,16911,3260,6031,12658,115,3357,4793,5609,14967,4911,1573,2585,1720,1011,9642,1430,1332,3374,3327,41992,1486,2696,755,4429,5057,1590,799,12190,1651,334,4592,10523,1651,5129,6694,4793,31818,448,1997,10510,391,1342,10012,5307,4314,7507,3515,40788,8230,9446,4036,7801,2178,1749,34289,3460,82965,10003,10644,25683,3946,15938,3036,6225,25587,4158,1497,9684,3524,5400,8423,135694,15821,30474,7339,16471,11621,14778,50076,5988,4121,5389,7982,32091,19562,2118,304130,6169,2410,24907,3293,8739,14838,5576,3730,2434,58047,15330,17044,4109,25809,19728,11495,14364,13533,3478,7597,58884,3807,5872,2312,27673,6260,9075,15768,3200,2994,19596,8913,1309,1389,43523,7279,14803,38882
2015M08,6996,7922,332,3842,46,156,23168,204,2569,338,2037,269,17286,2616,5524,11096,90,3439,4552,5416,12821,4270,951,1598,1989,818,10148,1208,673,3108,2927,43387,1137,1793,609,4084,3867,1265,659,14484,1685,392,4271,11363,1645,3762,6326,4627,42090,327,1601,10400,345,1243,10225,4595,3230,7830,3040,42685,7129,9428,4055,7656,2343,1548,32044,3093,88222,11518,11253,28127,3867,15615,3030,9017,26743,4704,1449,8486,3971,5613,9145,140630,15082,27395,7346,15724,9270,14538,48359,5911,4559,4592,7333,33046,20211,2046,308999,5896,2205,25354,3292,7750,14880,5755,3620,2483,57731,16531,18825,4383,28534,20504,12727,15356,15451,3733,11491,65829,3826,5840,1298,16468,5900,7523,14353,2751,3397,17941,7083,1197,1381,45743,6936,14745,36918,8143,7973,375,5369,59,472,20999,267,3029,340,3082,1374,18904,5649,7077,14674,125,3487,6279,6898,14115,5613,2037,2232,1771,1011,11835,1700,1206,5794,6388,44947,3475,4263,1400,6213,4990,1472,711,13134,1558,364,4563,15695,2000,4780,6646,5772,35019,474,1533,13299,555,1657,10763,3974,4291,7646,2798,38936,6876,9166,3571,8526,2338,1872,30051,3425,80410,10361,9995,21152,4009,15917,2713,6666,24001,3627,1588,8935,3686,6176,8336,132458,15192,26795,6781,15601,10230,14623,49494,6826,4075,5402,8297,33541,21281,2348,309054,5771,2500,24173,3467,7588,14716,5632,3855,2348,52640,15782,15961,4771,27102,22344,12103,15114,13164,3857,7570,60756,3952,6457,1631,16014,5780,9984,13752,2866,3425,18428,7396,1646,1778,48451,7724,13868,40925
2015M09,6802,7607,391,3799,63,175,21046,190,2198,157,1970,221,19408,2651,3981,9789,58,3124,4234,5187,15457,4669,897,1394,1353,858,10485,1625,754,2728,2810,41203,1553,1966,468,3510,3754,1295,894,11429,1300,283,4013,11544,1932,4061,6004,4348,35742,384,1786,12568,328,1325,10206,4409,3803,8588,2730,47507,6541,9170,3332,7392,1909,1484,30741,3230,91626,10399,11779,29318,4019,16094,2644,6291,25839,4391,1375,8369,3773,5965,8465,145617,15836,28253,7007,16245,9655,15651,52797,6084,4521,4713,6716,35167,20904,2023,318824,6126,2185,25963,3612,7714,14680,5139,3398,2392,54845,16030,17232,4394,27280,20327,12632,14979,15322,3534,8750,64961,3929,6343,1370,15432,5442,8183,13525,2602,2762,18174,7473,1179,1234,44863,6333,14557,35227,7068,7671,382,4460,45,201,20920,265,3135,290,1918,323,17598,3686,3988,11862,88,3199,4636,4880,12515,4768,1007,1443,1890,845,11266,1330,856,3154,3005,40173,1501,2463,593,3620,3899,1277,732,13845,1370,367,4692,11892,1784,5202,7634,18011,34308,437,1150,24313,431,2663,11130,3777,4373,7521,2809,45176,5884,7900,3234,7003,1657,1609,27365,2826,73744,9482,9683,19395,3213,14020,2465,6262,21685,3690,1224,7606,3780,6205,7570,133763,14695,24281,6197,14316,8823,13510,45471,6140,3868,4399,8143,30763,20436,2195,286960,5093,1998,24265,3009,7862,14720,5082,3651,2214,49476,15435,16964,4558,26123,20075,11202,14597,12164,3665,6645,57815,4140,6715,1406,14023,5316,7362,14641,2937,2834,18203,7347,1325,1364,42148,6685,13930,35841
2015M10,7279,7824,332,3752,52,192,22437,227,2631,325,2051,191,16875,3493,8675,12102,92,3515,4246,6565,10445,3898,808,2839,2487,774,8428,1377,764,2997,3102,41907,982,1808,585,3980,4162,1184,723,12305,1228,250,3424,10587,2058,4973,6572,4299,39349,259,1239,9756,374,1448,9581,4642,4289,7317,3084,43269,7176,9608,3787,7293,1826,1525,30506,3092,83576,10517,9928,26632,4044,15806,2429,5563,21962,4124,1598,8930,4098,6135,9671,134241,15336,26519,6648,15418,9209,15248,51306,5892,4409,4934,6609,35127,20430,2132,314304,6427,2197,25036,3388,7962,14101,4917,3596,2472,52518,15702,16900,4063,28163,21801,11359,15067,14347,3553,8490,58276,3821,6328,1317,13814,4931,6575,14915,2737,3298,17731,8181,1146,1718,46006,6679,14160,37367,5382,6865,326,3292,49,154,17678,196,3005,189,1717,202,15684,2838,3518,10269,81,3148,3983,5862,11315,4343,823,1358,1688,782,9172,1497,694,2848,2695,38345,1068,2407,523,3392,3450,1117,579,12087,1241,265,3214,10585,1530,4886,5225,7076,32458,340,1096,18287,664,1588,10927,4216,3734,7275,2648,38307,5670,7434,3293,6461,1501,1430,26788,2747,79922,8958,8935,18406,3257,14482,2234,5793,20471,3047,1258,7603,3488,6168,7156,130053,14024,24285,5816,13796,8417,13312,43862,5966,3686,4415,7620,30559,19575,2083,286257,5816,1901,22813,2967,7655,13676,4486,3609,2148,48546,16309,15045,4942,25534,18640,11676,14928,11964,3441,6234,54174,3825,6334,1335,13556,5561,6324,13806,2904,2791,16096,7254,1295,1168,39142,5719,12944,31862
2015M11,7786,7841,614,4661,147,245,22281,333,2527,218,1829,201,15771,2976,8626,10658,90,2985,5035,5271,12647,4364,1197,1473,1350,960,10473,1233,1133,3802,3160,43220,1717,2164,747,4019,4082,1349,796,12299,1712,259,3784,9725,2136,7114,8104,4740,33010,318,1284,10437,262,1094,9367,4439,7002,8326,4664,39716,7110,10898,4237,8259,1926,1963,27474,2816,86227,8771,9670,21291,3515,13742,2728,5988,23174,3805,1279,9601,3546,5438,8854,122508,15376,29045,6547,14818,8709,14191,46838,6346,4066,4489,7476,30890,20339,1892,291507,5674,1930,22180,3413,7769,14203,4759,3427,2176,49494,14842,16177,3822,25745,20969,12193,14988,13833,3701,7108,60216,3354,6076,1339,13980,4974,6757,14019,2422,3950,15448,8150,1184,1631,44122,7319,16118,32375,5381,6564,271,2812,43,101,16359,185,2806,200,1670,158,15255,2454,3395,9291,82,2999,3831,4215,10889,3870,841,1371,1209,813,9327,1629,772,2066,2078,39150,980,1704,721,3469,3813,1020,609,11899,1112,247,3145,10077,1185,3759,5917,3725,30796,357,1071,13563,542,1230,8975,3885,2601,7323,2640,34318,5243,7453,2997,6585,1595,1440,24905,2569,68042,7823,8142,17495,3553,13427,1940,4684,20724,2879,1163,8067,3255,5985,7640,117557,12863,22491,4888,12862,8039,12556,43197,5564,3376,3804,6303,28570,20439,2206,278659,4099,1562,21268,2437,6950,13916,4293,3311,1824,46307,13742,14055,3452,22689,18961,9713,14224,13631,3478,6205,55156,4363,7830,1187,13103,4577,6116,11030,2122,2149,14132,5854,1238,1079,37939,5210,12480,30201
2015M12,6926,6757,653,6167,251,2206,26764,1035,3201,897,5202,2686,18278,8345,9112,17047,195,5576,9546,8041,13618,8007,1421,2744,2125,1336,10326,1699,1304,11050,7690,36567,4022,5457,1500,7319,5142,2240,2125,14518,2202,877,6045,10281,4513,6511,11529,12640,35906,1586,1477,13782,496,2091,11324,6767,8492,10155,5908,46173,10936,15308,5765,17622,4743,3084,37698,5017,231204,16019,16759,28685,5086,22071,4973,10286,45590,8255,2541,12968,4630,18389,9566,153654,24006,48925,12222,21698,11965,21924,55918,9109,4743,8509,10560,38460,26360,2881,325587,9096,2486,26877,4000,8763,14984,5482,3769,2336,90916,22354,19904,7108,36644,45503,17351,18415,17076,4275,8562,67583,4160,9502,3864,29192,7837,14891,18040,4711,4981,49761,8944,1600,1548,47448,7532,19818,44150,3556,4598,189,2353,24,51,11632,101,2084,82,1312,71,11511,1650,1801,6128,103,2348,2839,2747,7228,3054,540,664,760,632,6776,1317,459,1369,1319,27647,536,962,280,1870,2766,731,371,9085,644,160,2647,6606,808,2692,3584,2500,24375,206,1044,9919,344,720,7114,2375,1830,4553,1597,32418,3769,7527,2484,4888,981,1082,19401,1893,56425,6306,5109,12316,2469,9947,1507,3357,17302,2241,820,6172,2315,5584,6452,101335,9641,17674,3571,9737,6023,9446,28325,3875,2667,2881,4825,20945,16184,2601,211054,2935,1284,14375,1911,5201,9823,3152,2640,1403,35628,10387,8816,2463,17390,16626,8031,10403,7301,2826,4264,46573,2993,6088,888,9041,3327,4023,7636,1347,1911,8500,3832,659,782,27757,3483,9603,22734
