Meso,NIV_1995M01,NIV_1995M02,NIV_1995M03,NIV_1995M04,NIV_1995M05,NIV_1995M06,NIV_1995M07,NIV_1995M08,NIV_1995M09,NIV_1995M10,NIV_1995M11,NIV_1995M12,NIV_1996M01,NIV_1996M02,NIV_1996M03,NIV_1996M04,NIV_1996M05,NIV_1996M06,NIV_1996M07,NIV_1996M08,NIV_1996M09,NIV_1996M10,NIV_1996M11,NIV_1996M12,NIV_1997M01,NIV_1997M02,NIV_1997M03,NIV_1997M04,NIV_1997M05,NIV_1997M06,NIV_1997M07,NIV_1997M08,NIV_1997M09,NIV_1997M10,NIV_1997M11,NIV_1997M12,NIV_1998M01,NIV_1998M02,NIV_1998M03,NIV_1998M04,NIV_1998M05,NIV_1998M06,NIV_1998M07,NIV_1998M08,NIV_1998M09,NIV_1998M10,NIV_1998M11,NIV_1998M12,NIV_1999M01,NIV_1999M02,NIV_1999M03,NIV_1999M04,NIV_1999M05,NIV_1999M06,NIV_1999M07,NIV_1999M08,NIV_1999M09,NIV_1999M10,NIV_1999M11,NIV_1999M12,NIV_2000M01,NIV_2000M02,NIV_2000M03,NIV_2000M04,NIV_2000M05,NIV_2000M06,NIV_2000M07,NIV_2000M08,NIV_2000M09,NIV_2000M10,NIV_2000M11,NIV_2000M12,NIV_2001M01,NIV_2001M02,NIV_2001M03,NIV_2001M04,NIV_2001M05,NIV_2001M06,NIV_2001M07,NIV_2001M08,NIV_2001M09,NIV_2001M10,NIV_2001M11,NIV_2001M12,NIV_2002M01,NIV_2002M02,NIV_2002M03,NIV_2002M04,NIV_2002M05,NIV_2002M06,NIV_2002M07,NIV_2002M08,NIV_2002M09,NIV_2002M10,NIV_2002M11,NIV_2002M12,NIV_2003M01,NIV_2003M02,NIV_2003M03,NIV_2003M04,NIV_2003M05,NIV_2003M06,NIV_2003M07,NIV_2003M08,NIV_2003M09,NIV_2003M10,NIV_2003M11,NIV_2003M12,NIV_2004M01,NIV_2004M02,NIV_2004M03,NIV_2004M04,NIV_2004M05,NIV_2004M06,NIV_2004M07,NIV_2004M08,NIV_2004M09,NIV_2004M10,NIV_2004M11,NIV_2004M12,NIV_2005M01,NIV_2005M02,NIV_2005M03,NIV_2005M04,NIV_2005M05,NIV_2005M06,NIV_2005M07,NIV_2005M08,NIV_2005M09,NIV_2005M10,NIV_2005M11,NIV_2005M12,NIV_2006M01,NIV_2006M02,NIV_2006M03,NIV_2006M04,NIV_2006M05,NIV_2006M06,NIV_2006M07,NIV_2006M08,NIV_2006M09,NIV_2006M10,NIV_2006M11,NIV_2006M12,NIV_2007M01,NIV_2007M02,NIV_2007M03,NIV_2007M04,NIV_2007M05,NIV_2007M06,NIV_2007M07,NIV_2007M08,NIV_2007M09,NIV_2007M10,NIV_2007M11,NIV_2007M12,NIV_2008M01,NIV_2008M02,NIV_2008M03,NIV_2008M04,NIV_2008M05,NIV_2008M06,NIV_2008M07,NIV_2008M08,NIV_2008M09,NIV_2008M10,NIV_2008M11,NIV_2008M12,NIV_2009M01,NIV_2009M02,NIV_2009M03,NIV_2009M04,NIV_2009M05,NIV_2009M06,NIV_2009M07,NIV_2009M08,NIV_2009M09,NIV_2009M10,NIV_2009M11,NIV_2009M12,NIV_2010M01,NIV_2010M02,NIV_2010M03,NIV_2010M04,NIV_2010M05,NIV_2010M06,NIV_2010M07,NIV_2010M08,NIV_2010M09,NIV_2010M10,NIV_2010M11,NIV_2010M12,NIV_2011M01,NIV_2011M02,NIV_2011M03,NIV_2011M04,NIV_2011M05,NIV_2011M06,NIV_2011M07,NIV_2011M08,NIV_2011M09,NIV_2011M10,NIV_2011M11,NIV_2011M12,NIV_2012M01,NIV_2012M02,NIV_2012M03,NIV_2012M04,NIV_2012M05,NIV_2012M06,NIV_2012M07,NIV_2012M08,NIV_2012M09,NIV_2012M10,NIV_2012M11,NIV_2012M12,NIV_2013M01,NIV_2013M02,NIV_2013M03,NIV_2013M04,NIV_2013M05,NIV_2013M06,NIV_2013M07,NIV_2013M08,NIV_2013M09,NIV_2013M10,NIV_2013M11,NIV_2013M12,NIV_2014M01,NIV_2014M02,NIV_2014M03,NIV_2014M04,NIV_2014M05,NIV_2014M06,NIV_2014M07,NIV_2014M08,NIV_2014M09,NIV_2014M10,NIV_2014M11,NIV_2014M12,NIV_2015M01,NIV_2015M02,NIV_2015M03,NIV_2015M04,NIV_2015M05,NIV_2015M06,NIV_2015M07,NIV_2015M08,NIV_2015M09,NIV_2015M10,NIV_2015M11,NIV_2015M12,NIV_2016M01,NIV_2016M02,NIV_2016M03,NIV_2016M04,NIV_2016M05,NIV_2016M06,NIV_2016M07,NIV_2016M08,NIV_2016M09,NIV_2016M10,NIV_2016M11,NIV_2016M12,NIV_2017M01,NIV_2017M02,NIV_2017M03,NIV_2017M04,NIV_2017M05,NIV_2017M06,NIV_2017M07,NIV_2017M08,NIV_2017M09,NIV_2017M10,NIV_2017M11,NIV_2017M12,NIV_2018M01,NIV_2018M02,NIV_2018M03,NIV_2018M04,NIV_2018M05,NIV_2018M06,NIV_2018M07,NIV_2018M08,NIV_2018M09,NIV_2018M10,NIV_2018M11,NIV_2018M12
1501,22380,22479,22529,22664,22629,22316,22270,22003,21860,21799,21804,21337,21314,21223,21239,21263,21385,21657,21682,21886,22192,22382,22205,21693,21568,21536,21915,22175,22277,22061,22058,22180,22093,22028,21958,21868,22312,22643,22730,22923,22942,23086,23404,23599,23549,23693,23702,23493,23822,23929,23951,23910,24153,24446,24750,25083,25261,25498,25662,25754,27170,27546,27916,29288,29772,30537,30737,30757,30954,31186,31236,30850,31732,32128,32720,33074,33139,33196,33542,34059,34351,33618,34644,33427,34566,35008,35826,37220,37454,37804,38197,38593,38783,39207,39335,38487,39557,39633,40829,41267,41404,41345,41623,42050,42390,42727,42722,42286,44269,44607,45771,47540,47908,48210,48616,49303,49747,49958,50077,49208,54494,55519,58831,59428,60139,59831,60640,60894,61235,61257,61085,60194,63489,65349,67459,68482,69066,69279,69859,70436,70521,70902,71260,69990,74875,76522,78115,78577,79116,79413,80355,80926,81664,81353,81931,81706,83456,85729,87387,88182,89211,90548,91625,92326,92568,92489,92213,90130,95558,95809,97152,97703,97769,97903,98241,99120,99395,99798,99828,98247,103054,103486,104304,105306,105698,105991,106333,106887,107433,107569,107524,106467,112579,114066,114965,115816,116690,116955,117464,118103,119023,119239,119856,117610,122227,123216,124554,124837,125163,125413,126088,126366,127062,127063,127262,124189,130335,131381,133137,134239,134548,133680,133737,134797,135463,135502,135214,133403,139435,140808,141658,142023,142232,142172,142763,143828,144304,144831,144998,140871,146371,146723,148421,149094,148905,147401,148058,149103,149051,148717,148558,144668,149536,150053,151475,152096,152007,151495,151732,152287,151848,151085,150547,146294,149041,149604,152137,152284,152125,150880,150828,152294,152511,152330,152296,149163,150396,151557,153579,153906,154179,153523,153927,155541,155400,155308,155402,149901
1502,5997,6032,5966,6039,6120,5940,5938,5962,5964,5868,5725,5699,5717,5720,5816,5837,5893,5933,5999,6019,5993,5940,5879,5765,5989,5977,5965,5964,5982,6145,6090,6203,6170,6007,5970,5822,5869,5653,5557,5496,4946,4907,4867,4872,4727,4720,4742,4696,4777,5131,5224,5187,5156,5243,5423,5657,5775,5879,5897,5868,6214,6263,6338,6404,6534,6587,6576,6593,6494,6431,6356,6201,6317,6402,6589,6654,6726,6819,6841,6925,7007,7008,7005,6897,7138,7481,7576,7788,7941,7962,8055,8233,8270,8583,7403,8061,8374,8555,8605,8679,8637,8811,8749,8715,8776,8787,8728,7955,8033,8409,8830,8971,9148,9255,9298,9421,9535,9641,9653,9452,10762,11415,12695,12988,13046,13143,13030,12925,13017,12872,12694,10678,11224,11927,13149,13570,13549,13192,13336,13551,13731,13736,13775,12882,13863,14667,15548,15744,15859,15958,15788,16065,16307,16364,16164,14988,15414,16642,17007,17142,17236,17138,16749,16719,16751,16657,16213,13991,15300,16786,17754,17840,17890,17896,17816,18189,18324,18367,18429,17368,17909,19262,19435,19814,19847,20068,20048,20328,20640,20780,20625,18823,19084,20701,21332,21650,22039,21980,22120,22488,22622,22721,22791,21441,21674,23564,24635,24949,25112,25178,25478,25567,25573,25589,25579,24581,25177,27352,28964,29545,29775,29503,29658,30276,30482,30653,30599,29425,29792,31642,33180,33564,33631,33487,33663,34242,34341,34283,34193,30256,30882,30761,33412,33945,34167,33199,33274,34379,34481,34492,34449,31834,32400,32524,34965,35684,35724,35738,35808,35861,35938,35605,34817,32785,34473,35120,38203,39823,40207,39287,39460,40637,40908,40723,40054,37323,38915,40107,42766,43535,44064,43167,42072,44731,44995,45017,44646,41488
1503,307153,308861,311155,310688,309819,308245,306480,305243,304965,304683,303943,300422,302780,304163,304974,307135,307542,309134,309408,309670,309835,309084,308776,305798,309211,309812,310551,313128,313932,315844,316780,317776,318629,318193,317764,314834,316482,318519,321387,322148,323341,324808,326606,327081,328181,328371,326614,321504,322308,323121,322086,322774,325151,324724,325583,327652,327899,329335,330044,328488,331647,331454,331818,335523,337779,339814,341095,343082,345517,347328,348972,346197,350263,353376,353768,357155,359448,361969,361777,363142,364403,364037,364261,362691,364988,366798,368866,371001,373157,374237,379068,380185,382111,382867,384144,380211,384416,387031,386045,388558,389854,390726,392833,395361,398220,399207,401184,398450,402011,405811,408258,411415,414966,418401,423239,427241,430412,432340,434448,431695,438146,441297,445698,449950,452836,454594,457019,460152,463678,464333,467252,464768,468572,470962,471703,475051,478258,482896,485335,490083,493477,496844,498113,494214,498014,501984,503682,508461,511015,513984,518289,523066,525145,528539,531383,528032,533685,537301,540553,544639,547249,550941,552410,556642,562100,564762,564133,553875,555040,559957,560951,559337,560417,562343,564799,569520,572659,575738,579614,575909,581330,586338,587510,592284,597942,602061,607577,610502,614436,616974,618008,614025,619079,625494,627376,632208,635532,638050,643956,650113,655019,660238,666018,663268,668854,672353,675579,678522,683552,689062,695303,699294,702847,706820,706140,697093,701479,706016,709498,712292,713772,717568,720615,723223,725908,728149,732687,725230,729646,734322,733488,735011,737518,738814,743731,748158,751031,751781,751667,739748,740636,746587,748030,748830,750197,749878,751302,752920,751110,749919,749403,742636,746334,748985,748758,747307,747687,747112,747176,749417,750524,748515,746951,733090,740244,746584,747024,748094,749395,748426,747631,750131,752134,754293,756232,748371,753600,756943,760965,763148,763898,763564,765601,772790,776915,776111,778731,765801
1504,22238,22208,22266,22359,22427,22339,22279,22282,22168,22164,22582,22241,22857,22726,22811,22613,22496,22501,22475,22744,23120,23250,23236,22902,24358,24818,25851,26324,26397,26575,26932,27147,27215,27413,27448,27039,27531,27849,28476,28753,29145,29581,29757,29911,30146,30257,30074,29562,30126,30373,30361,30787,31335,31503,31640,32403,32468,32760,32830,32389,32993,33763,33723,34384,34484,34850,35009,35455,36013,36035,35907,35205,37008,38944,39646,40030,40525,41037,41777,42074,42889,42622,43011,42229,42505,44193,45704,46270,46425,46687,47118,47779,49093,49387,49169,47663,49124,51043,51903,52687,53022,53625,53792,54796,56130,56205,55729,53954,55750,57073,58712,59207,59830,60448,61464,62434,63666,63029,62086,59923,63794,66461,69231,70827,71316,71416,70414,71125,73194,73302,72836,71652,74071,75672,78927,79961,80402,80732,81741,83503,84670,84427,84512,82967,83301,84778,86463,85125,87859,88288,89207,90796,92230,92184,92178,88390,89669,91235,91900,93228,93990,94920,95526,97392,98004,97543,97376,94227,97466,101320,104757,106082,106898,107565,108088,109870,111051,111667,111973,111016,112396,115863,117571,118545,119490,119865,120722,122339,123442,123938,124475,122008,125112,129030,131190,133150,133953,134780,136044,138307,139745,140301,141064,138730,141131,145198,147744,147727,149601,150549,151888,152319,152932,152430,151666,146822,154438,159982,166452,169145,169762,169914,169089,170984,172084,171351,170629,166394,170142,174706,177619,179468,181110,179647,180881,184617,186351,187011,186152,182381,184247,187094,192111,193382,193905,192018,191942,194975,196010,195355,194833,188138,191774,194524,198394,199391,199487,197289,198768,199971,199284,197879,196339,185388,195556,200699,208800,210956,211758,207849,208340,213592,215328,215357,214931,203863,209520,214789,219848,221219,221390,219617,217283,222909,224864,225435,224684,212046
1505,5834,5905,5918,5922,5929,5943,5952,6004,5981,6099,6151,6079,5919,5821,5790,5800,5787,5837,5926,5998,6197,6136,6114,5815,5591,6168,6552,6833,7105,7198,7260,7324,7797,7910,7840,7762,7889,8044,8135,8178,8459,8657,8752,8881,9171,9228,9259,9132,8821,9157,9408,9570,9929,10142,10262,10566,10688,10751,10973,10892,11063,11196,11349,11274,11486,11750,11894,12165,12462,12508,11900,11486,11731,12083,12229,12424,12586,12977,13305,13882,14223,14315,14028,13035,13040,13216,13476,13674,14038,14344,14605,15013,15502,15699,15835,15566,18873,20542,20578,20925,21073,21398,21388,21748,22157,22025,21986,19855,20202,20524,20687,21884,22260,23083,23524,24117,24514,24509,24059,22007,24860,26850,27470,27539,27445,27660,27959,28271,28576,28837,28848,26322,27071,28334,29464,29784,29646,29974,30377,30823,31101,31335,31135,29874,30340,31325,31909,32390,32449,32961,33459,34209,34789,35123,35129,34155,34493,35239,35546,35781,35453,35868,35907,36102,36109,36018,35739,33732,34032,35221,36000,36234,36386,36466,36241,36909,37137,37306,37189,36317,36737,38130,39066,39458,39522,40022,40720,41616,41993,42413,42420,39449,39797,41569,42517,43381,44482,45491,46385,48274,50169,51907,52819,49314,50630,54291,56770,58097,59076,60800,61597,63053,64760,65891,66252,62342,64026,69414,72770,74057,76545,79063,80214,83287,86847,88260,87388,81618,82021,84448,87442,90651,92944,94163,97269,99283,101871,100906,99939,93655,94621,97676,99326,97963,96961,97145,98850,100403,100410,95253,90022,82711,83911,85608,88393,88517,88150,87005,86595,85516,84079,82056,80173,72365,73585,75354,79531,80088,80281,79779,79635,80440,80320,80529,79501,71361,73043,75979,79190,79795,81119,82169,82287,83920,84617,84749,84416,74775
1506,37373,37623,37952,38186,38247,38365,38594,39307,39924,39924,39491,38030,38706,38249,38404,38509,38432,38705,39239,39955,40619,41039,41062,39664,41135,41472,41644,42358,42936,44136,44846,45080,45561,45309,45192,43851,44163,44516,45054,46163,46888,48113,48859,50575,51333,51434,51522,49207,50509,50964,51242,52336,52863,53640,55459,56738,57566,58451,58671,57487,58579,59834,60556,61849,62864,64413,65974,68641,70835,71208,71383,69354,71731,74258,75773,77163,78305,79343,80478,81959,82824,83014,82176,77736,80046,81074,81651,84353,85573,86960,88873,91019,92276,92881,92915,90173,92790,94833,96132,98236,100816,103691,106298,108922,110509,110558,107142,101331,104857,106694,107705,110049,112644,115704,118685,121494,125576,127672,128450,124609,130816,135630,138809,141967,144217,145997,145751,147084,148895,150457,151561,145419,150348,154699,156674,157588,159335,162006,164655,168800,171693,172210,171450,162369,167275,170823,173134,175987,178667,180913,184799,187961,190856,193471,195779,188082,192263,195426,197277,199404,201749,204661,208725,212075,213594,213824,212942,202200,210899,213024,212736,212208,214316,216037,218285,222078,224671,226647,227616,221056,224339,229370,231169,233890,237665,240773,242972,246650,248959,250255,250569,243363,250482,256388,256227,258369,259196,262585,263559,270284,272362,275568,276037,267907,273708,281778,284860,289166,293904,298851,302730,303846,305760,303773,301760,283610,294818,304745,310662,313656,315022,316142,316261,319251,322652,324772,324781,318041,321473,328330,329650,332879,337112,340339,342356,346039,348314,347967,346449,328970,336768,343739,346114,347683,349704,348974,347957,351535,353608,351775,350408,339489,344802,350291,352084,352712,353592,354552,353980,353765,352844,350256,346253,329596,339614,346536,350783,351327,352737,352452,351122,355075,355741,355389,353080,341644,346190,353159,354817,357506,358040,357658,356475,362370,364358,365463,363544,347869
1601,124,122,128,163,158,192,186,185,187,233,236,238,271,318,343,347,353,361,356,394,407,426,482,531,627,624,665,673,728,752,814,832,902,913,910,899,908,877,916,918,942,939,976,988,994,990,979,980,969,992,989,877,1014,1032,1042,1066,1099,1135,1182,1198,1219,1233,1233,1247,1230,1233,1215,1228,1213,1301,1318,1323,1528,1555,1689,1715,1716,1737,1801,1876,1906,1918,1967,1805,1907,1906,1983,1997,2002,2002,2009,2011,2016,2021,2034,1851,1841,1843,1879,2003,2020,2054,2042,2069,2074,2104,2159,2062,2121,2220,2223,2321,2335,2362,2406,2437,2579,2678,2841,2707,2554,2569,2641,2730,2802,2918,3070,3385,3536,3513,3608,3077,3079,3088,3314,3375,3407,3487,3532,3703,3786,3829,3682,3391,3402,3471,3680,3736,3791,3855,3993,4208,4252,4320,4318,3996,3999,4133,4237,4263,4306,4344,4454,4634,4707,4718,4715,4155,4161,4394,4546,4648,4722,4735,4953,5124,5121,5103,5037,4620,4659,4851,4944,5041,5070,5100,5127,5169,5224,5262,5318,4829,4816,4941,5130,5099,5201,5217,5302,5502,5597,5613,5682,5087,5236,5267,5567,5620,5649,5728,5951,6162,6218,6209,5832,5400,5617,5666,5784,5992,6090,6073,6143,6293,6380,6414,6346,6064,6080,6016,6011,6023,5930,5901,5898,5997,6036,6038,6048,5955,6018,6033,6063,6084,6114,6118,6145,6180,6210,6199,6191,6099,6136,6149,6168,6245,6257,6241,6227,6308,6320,6262,6249,6150,6320,6326,6377,6436,6521,6561,6598,6639,6829,6866,6846,6793,6788,6810,6908,7203,7305,7322,7415,7598,7693,7720,7719,7537
1602,30284,30685,30782,31141,31599,32102,32242,32411,32410,32533,32781,31520,32223,34107,34833,35137,35691,36182,36168,36644,37105,36662,36820,36518,37067,37490,37754,38200,38451,38816,39104,38631,38318,38560,38766,38219,38421,38892,38929,39596,40075,40222,40428,40654,40980,41143,41220,40639,41191,41406,41308,41577,41236,41295,41201,41539,41716,41888,42065,41508,41904,42633,42787,43704,43682,44387,44545,45264,45601,45918,46527,46233,46400,46512,47009,47745,48280,48693,49138,49622,49776,49987,50282,49563,50340,50684,51116,51619,51883,52218,53043,53922,54252,54276,54393,53346,53764,54792,55217,56425,57044,57452,58150,60168,61371,62172,62274,61202,62519,63984,64937,65988,66890,67422,68277,69106,69828,69880,70042,69002,70426,70848,71640,72732,73542,74073,74389,75434,76174,76732,77208,76063,77078,77704,78305,78751,79356,79845,80529,81244,81968,82527,82959,82173,82315,83877,84972,85655,86220,86099,86680,87384,88073,88735,89301,88616,89469,91865,93432,94971,95705,97285,98704,99199,100040,99986,100211,98763,100622,101902,103864,105236,105901,106371,106600,107759,108540,109507,110176,109297,110369,112775,113394,114335,114472,115216,115490,116587,116599,117149,115851,115379,115716,116345,118351,120004,122205,124477,126281,127957,129270,130242,131265,130684,132236,132894,132332,133755,134881,135960,137148,139238,140491,140755,141662,140246,141946,143184,144569,145605,147074,147359,147837,149319,150446,151469,152006,149888,151122,151465,151696,153238,153335,154143,154766,156109,157443,157628,157956,155086,155653,155988,156473,156346,155624,155128,154809,154857,154932,154565,154579,151351,152035,151556,153285,153208,153197,153732,153156,153593,153365,152936,152285,148591,150657,151282,152826,154007,155036,155510,156047,156670,156610,156549,155819,153582,155231,156690,158538,159226,159826,159945,161345,162261,163180,162724,162944,160853
1701,21836,22283,22549,22578,22642,23035,23340,23567,23918,24224,23824,23239,23896,24472,24854,25339,26205,26828,27203,27480,27652,27688,27350,26618,27368,28030,28519,29103,29613,30549,30495,30718,30863,30994,31010,30335,30908,31573,32463,33246,34274,35247,36155,36935,37173,37144,36732,35034,34841,34755,34980,35477,36278,36707,37195,38081,39008,39480,39723,39302,39903,40744,41958,43385,44283,45070,45367,46071,46326,46204,45572,43573,46291,47893,48455,48782,49371,49829,49935,50912,50696,50631,50001,48543,49963,51182,51880,52647,53837,54286,55108,55834,56420,56902,56172,54844,56322,57442,57876,58992,59999,61436,62118,62609,63590,64490,65334,64455,66845,68527,69493,70614,72413,73885,75099,75881,76281,76483,75575,74211,78927,81094,82023,83114,83936,84999,84557,84982,85333,85555,84905,83211,85092,87298,88013,88713,89544,90601,90958,91699,91874,92176,91766,90509,93770,96248,97463,98646,99285,100485,101575,102485,103116,104133,104364,102070,105390,106918,108220,109342,111173,113216,114244,114632,114781,113281,111646,107486,112948,115850,116732,116901,117300,117373,117832,118931,119554,120591,121348,119030,123005,125831,127373,128812,130684,131501,132101,133326,132933,132809,132743,129677,132400,134377,134578,135356,136530,137007,137132,138875,139994,141374,142224,137575,140910,144898,146290,147435,148483,149281,149467,150022,150036,149890,149464,141763,148255,153120,154862,155985,156367,155710,156325,157603,158734,159870,159881,154109,157166,161643,162468,163380,164289,163717,163834,165778,166634,166921,166763,160064,163771,168248,168807,168996,169420,168385,168086,169813,170215,169952,168748,162041,165872,169800,170706,170922,171259,170607,171303,172239,171929,170491,169137,157567,165826,172734,174670,175845,176631,174607,173223,177527,177103,177724,177339,167563,173632,178007,179544,180400,180910,178744,178487,181704,182586,183220,181404,171519
1702,31255,32983,33385,33830,34312,34807,35514,35049,34680,34631,34537,33522,33815,34104,34704,35242,36454,37264,38340,38570,39035,39062,38363,37011,37524,37763,38176,38535,39147,39493,39454,40746,41086,40792,40769,40182,41942,43071,44250,45010,45232,46007,46016,46482,46179,46182,46107,44270,44397,48933,49324,50188,50803,53333,53859,54912,55368,54998,54931,54151,55938,57021,56675,58360,59800,60983,62387,63581,64650,64472,63944,61716,67004,69909,70777,71417,71929,72424,73386,73782,73992,73988,74233,72296,73897,75269,76267,77906,79710,81069,82965,84135,84373,84025,83602,81253,84583,86741,87747,89044,90622,92069,92933,94558,95175,95766,94910,91667,93496,95571,96534,97582,98987,99610,100616,100980,101342,101747,101395,99903,104348,106133,108629,110701,112173,112070,111798,113936,115123,115457,115183,114055,116808,119631,121436,123423,125347,126035,126915,126351,126303,126912,126508,125121,129396,131702,133840,136146,137835,139277,139642,140438,141351,141799,141743,140064,141590,142751,143530,145092,146200,147315,147916,149354,150910,151963,151497,148191,153349,155944,157802,159130,159996,161315,162346,163862,164817,165799,165985,163848,166999,169022,170269,171357,172637,173952,175129,177933,179279,179496,179491,173899,181757,184799,186761,188230,189302,190744,193478,195277,197407,198098,197802,195044,200169,205628,207827,209625,211675,212417,213079,214403,214401,213893,213239,202862,207650,218588,222075,224540,226250,227281,225828,228549,229032,229276,228718,223836,229742,235978,237571,239360,241077,241496,243953,246745,248072,247751,246846,241780,247471,256957,258953,259943,260103,260495,259469,260951,260644,259941,258885,253591,257302,263663,263976,264229,265009,264781,264406,266455,265800,264837,261932,256304,264382,267869,270469,271781,273206,273864,272930,275299,276642,277490,277759,272204,276466,280329,282598,281511,282669,281942,281799,284404,284939,284930,283517,276468
2101,177731,178489,178386,178426,179606,180324,180315,180739,180657,180982,181020,179903,180382,180021,179972,180387,180823,181619,181776,182732,183062,183756,184167,183428,184840,184966,185318,186382,186995,187903,188493,190223,190789,191905,192801,192326,193853,194234,195372,196992,198197,197939,198301,199386,199066,199158,199141,197012,199271,204484,205717,205749,206403,207165,208215,208338,208460,210459,211570,210849,213000,213542,214297,215565,216429,217586,218986,220017,220697,221856,223348,222703,225129,227348,227849,228846,229895,230672,231682,232787,233447,234272,234494,232940,234345,234875,235085,237406,239981,241042,242559,243783,244096,245688,245793,244525,246354,247344,246998,248121,249848,250837,250819,251655,252726,254885,255453,253628,254967,255105,255889,256922,258373,258928,259768,261171,262046,263319,264424,263182,267032,268283,269960,272976,274408,276551,277254,277929,281086,281918,282871,281578,297563,297341,299704,303474,305028,306822,309300,313299,315121,317546,319320,318369,327596,329429,332316,334198,335277,337910,339717,342409,345240,347169,349169,348397,351042,353392,356618,360236,363125,366074,368994,372785,376449,379722,380265,377981,380614,381333,382594,384860,385153,384803,384945,386183,387970,391128,394991,393231,395454,398964,410099,418094,425026,427552,433195,436146,440943,447163,449277,448592,452755,452154,450936,455342,456635,460033,463659,467733,472462,478389,480106,477596,474793,476199,477356,479757,481736,485820,488411,490997,493491,495014,495670,488387,497864,499041,501278,505320,502283,504043,505864,510196,513655,519056,520786,515977,521660,522884,524166,526016,527933,529643,532743,537174,541417,541281,538033,528552,531790,531134,533620,533305,536105,539191,539502,540796,537854,538724,536966,530576,533443,531776,530640,530712,531198,530808,532046,535466,535102,533961,532805,528048,534037,534110,535061,536833,539395,541104,541453,544081,544152,545242,546236,542801,547505,549114,552291,554747,557086,557956,560836,562552,562999,562001,563701,559161
2102,25998,25923,25906,26104,26138,26235,26606,26927,27146,27135,27246,27146,27472,27456,27684,27860,27857,28071,27881,28190,28728,28875,28882,28744,29579,29708,29808,30323,30651,30813,30825,31087,31624,30880,31194,29378,30542,31833,32063,32667,32821,33083,33756,33798,33243,32209,31860,31143,31806,32301,32274,32635,32888,33100,33614,33849,34360,34745,35139,34648,35254,35628,35585,35792,36359,36809,37347,37811,38166,38709,39064,38368,39076,39397,40231,40952,41793,42425,42826,43521,44132,44053,44452,43342,44116,44768,45541,46475,46547,47602,48095,49074,49607,50290,50559,49373,50201,50907,51022,51452,52449,52737,53170,53834,54517,55202,56468,54609,55077,55631,56442,56946,58625,59562,60469,61709,62575,64030,65522,63775,66272,66965,67714,68752,69874,70189,70139,70386,71119,72189,72843,70437,72119,72748,73388,73552,73855,74290,75465,76386,77289,78290,78573,76482,77547,78027,78998,80337,80831,81483,82300,84628,86195,87389,87915,86659,89463,90092,92068,92800,93180,94034,94486,96542,97956,98208,96258,92339,93991,94788,95771,96035,95749,95993,96667,97482,98325,99338,100269,97907,99764,101110,103864,104913,105723,106834,107210,107714,108454,108704,108864,107064,108711,110161,111931,113777,115682,116751,117980,119073,121211,122091,122457,120697,121136,122671,124384,125568,127404,128604,129962,131562,133293,134993,136214,132086,137419,139096,142217,144898,145774,147140,147103,147916,148495,148203,148528,143975,144297,144919,145286,144953,144998,144855,146362,147273,147930,148464,148803,145960,146251,147068,149411,150570,151798,152688,153513,154856,154955,155400,154906,149953,151547,152369,154485,154751,155308,152826,153025,153259,152814,152508,150986,146459,149341,151141,153644,154382,154329,155011,155730,156720,157188,158185,157825,152467,154229,155372,158087,159506,159880,160170,161272,162713,164491,165251,164966,160464
2103,11835,11872,11941,11925,11941,11983,11970,12015,12063,12213,12250,12249,12366,12307,12382,12415,12417,12405,12425,12538,12634,12520,12518,12402,12324,12017,12180,12240,12019,12206,12339,12440,12389,12627,12407,12308,12418,12560,12785,12826,13114,13338,13323,13531,13236,13148,13171,12908,13028,13025,13107,13094,13135,13198,13239,13511,13504,13497,13486,13467,13882,14068,14120,14205,14335,14540,14791,14964,15181,15364,15332,15154,15447,15601,15814,15907,16038,16123,16347,16393,16615,16650,16656,16580,16741,16807,17180,17531,18100,18536,18762,19080,19309,19487,19532,19339,19470,19483,19659,19738,19822,20045,20197,20397,20525,20611,20617,20573,20690,20586,20705,20748,20833,21034,21179,21484,21686,21868,22169,21706,22202,22361,22657,22973,23193,23425,23102,23119,23422,23560,23892,23786,24354,24407,24837,25202,25654,26047,26372,26981,27598,27870,28061,27424,28334,28574,28829,29427,29454,29598,29631,30235,30435,30770,31051,30540,31174,31255,31918,32388,32798,33435,33914,34327,34382,34850,34868,33988,34411,34462,34450,34365,34425,34514,34877,35396,35917,36265,36517,35779,36246,36487,36970,37071,37263,37595,38087,38415,38375,38631,38878,38405,39054,39362,39690,40239,40689,41282,41566,42253,42689,43300,43575,42983,43656,44057,44569,44847,45395,46201,46680,47056,47170,47138,46919,46068,46796,46978,47711,47752,48803,49393,49500,49842,50047,50075,50087,49585,49904,50203,50606,51011,50865,50475,50646,51175,51286,51446,51441,49998,50363,50448,50824,50938,50950,50959,51553,52639,52749,52764,52408,51527,51841,51427,51849,51897,51894,52001,52151,52235,52224,52329,51791,50953,52141,52642,53405,53698,54203,54195,54330,54742,54899,55223,55198,53839,54730,55074,55674,56211,56102,55912,55877,56150,56220,56583,56851,54722
